nocontrat;exposition;zone;puissance;agevehicule;ageconducteur;bonus;marque;carburant;densite;region;nbre;no;garantie;cout
2009456;0.95;D;5;1;28;125;12;E;31;-1;2;14986;1RC;73.05
2009456;0.95;D;5;1;28;125;12;E;31;-1;2;14985;2DO;1115.07
2009637;0.95;A;6;4;32;62;12;E;91;13;3;14582;2DO;4680.52
2009637;0.95;A;6;4;32;62;12;E;91;13;3;15092;2DO;0
2009637;0.95;A;6;4;32;62;12;E;91;13;3;15094;1RC;294.33
2009738;0.11;D;7;0;36;52;12;D;31;13;1;14873;2DO;67.62
2010227;0.96;D;7;2;43;62;12;D;73;13;2;14743;2DO;763.37
2010227;0.96;D;7;2;43;62;12;D;73;13;2;15831;3VI;236.43
2010292;0.73;E;10;1;57;50;12;D;82;13;1;16272;2DO;1172
2010627;0.96;C;7;4;47;50;12;D;82;13;5;15892;1RC;5152.36
2010627;0.96;C;7;4;47;50;12;D;82;13;5;14829;2DO;751.35
2010627;0.96;C;7;4;47;50;12;D;82;13;5;14641;2DO;556.14
2010627;0.96;C;7;4;47;50;12;D;82;13;5;14830;1RC;822.57
2010627;0.96;C;7;4;47;50;12;D;82;13;5;14831;1RC;86.47
2010749;0.96;E;5;1;58;50;12;D;11;13;2;15080;4BG;1172
2011234;0.21;D;4;0;28;80;12;D;31;4;1;15490;1RC;1707.84
2011285;0.87;A;4;1;46;50;12;E;72;13;1;15517;2DO;1927.22
2011491;0.87;D;5;3;54;50;1;E;91;13;3;16534;2DO;2108.49
2011491;0.87;D;5;3;54;50;1;E;91;13;3;16535;1RC;1204
2011491;0.87;D;5;3;54;50;1;E;91;13;3;16537;1RC;687.25
2011495;0.55;B;6;3;53;56;12;D;74;13;1;16154;4BG;398.22
2011670;0.87;E;4;1;26;76;12;E;31;5;1;16311;4BG;3094.08
2011750;0.87;D;4;1;74;50;12;E;93;13;2;15827;2DO;276.44
2011750;0.87;D;4;1;74;50;12;E;93;13;2;15981;2DO;0
2011993;0.8;D;7;2;32;76;4;E;54;5;2;16011;2DO;0
2012160;0.8;B;6;5;53;50;5;D;82;13;1;15491;2DO;1419.49
2012287;0.2;C;5;6;24;112;2;D;11;-1;1;13022;3VI;613.73
2012695;0.2;B;7;1;74;50;12;D;93;13;1;14510;4BG;0
2012733;0.2;D;5;3;28;68;5;E;54;7;1;14550;4BG;1430.31
2013207;0.71;C;4;1;40;50;12;E;11;13;1;17101;2DO;192.68
2013257;0.2;E;5;1;45;54;12;E;11;11;1;15590;2DO;1172
2013456;0.71;E;11;1;77;50;12;D;93;13;3;15614;1RC;1172
2013456;0.71;E;11;1;77;50;12;D;93;13;3;16353;1RC;406.64
2013456;0.71;E;11;1;77;50;12;D;93;13;3;15613;1RC;8060.16
2013863;0.28;E;4;1;46;76;12;E;72;5;1;14813;2DO;170.63
2013872;0.7;A;7;1;43;50;12;D;72;13;1;16482;4BG;334.3
2014392;0.63;D;12;1;52;50;12;D;31;13;1;15286;2DO;1473.14
2014394;0.18;C;5;9;50;50;4;D;94;13;2;14229;2DO;1172
2014482;0.63;A;9;1;29;85;12;E;91;3;1;17085;2DO;280.81
2014611;0.36;A;9;10;60;50;2;E;54;13;1;14765;4BG;0
2014794;0.63;F;4;1;24;118;12;E;11;-1;1;15633;1RC;367.88
2014946;0.36;C;9;10;26;75;3;E;26;5;1;14622;4BG;89.7
2015378;0.49;B;8;1;30;57;12;D;82;10;1;15904;2DO;1749.04
2015655;0.47;A;4;3;28;85;12;E;82;3;4;15806;2DO;2445.22
2015655;0.47;A;4;3;28;85;12;E;82;3;4;16853;2DO;459.93
2015655;0.47;A;4;3;28;85;12;E;82;3;4;16855;1RC;556.14
2015655;0.47;A;4;3;28;85;12;E;82;3;4;16854;1RC;570.67
2015668;0.54;C;10;1;56;100;12;E;82;0;2;15605;4BG;1513.08
2016172;0.45;E;12;1;64;64;12;D;93;8;1;15005;1RC;1172
2016199;0.54;F;8;4;50;85;12;E;11;3;1;16121;1RC;1172
2016246;0.63;C;10;3;39;50;12;D;31;13;1;15243;1RC;680.99
2016596;0.54;D;7;1;55;50;12;E;82;13;1;16263;4BG;42.53
2016806;0.46;D;5;1;41;64;12;E;93;8;1;16307;2DO;0
2016850;0.15;F;7;1;36;50;12;D;11;13;3;14788;5CO;14770.2
2016850;0.15;F;7;1;36;50;12;D;11;13;3;14789;2DO;2953.77
2016850;0.15;F;7;1;36;50;12;D;11;13;3;14790;1RC;1172
2017603;0.46;A;7;1;56;50;12;D;72;13;1;15809;2DO;3886.62
2017677;0.53;C;15;1;62;50;12;D;22;13;1;15031;2DO;283.01
2017904;0.61;E;8;1;45;50;12;E;93;13;1;14678;2DO;1172
2018098;0.61;B;5;10;39;85;5;E;93;3;1;16940;1RC;82.04
2018296;0.61;F;5;1;41;50;12;E;11;13;4;14605;2DO;586
2018296;0.61;F;5;1;41;50;12;E;11;13;4;14950;1RC;181.85
2018296;0.61;F;5;1;41;50;12;E;11;13;4;14948;2DO;239.2
2018296;0.61;F;5;1;41;50;12;E;11;13;4;14604;5CO;4377.51
2018473;0.61;E;7;2;60;50;12;D;82;13;2;14634;2DO;1172
2018473;0.61;E;7;2;60;50;12;D;82;13;2;14635;1RC;782.52
2018538;0.61;A;11;1;54;62;12;D;72;13;2;15670;2DO;69.12
2018590;0.7;D;10;1;65;50;12;E;93;13;1;12634;2DO;54.47
2018682;0.7;B;7;1;38;53;12;E;52;13;1;17552;2DO;1579.54
2018783;0.7;F;10;1;53;100;12;E;11;0;2;14980;2DO;0
2018783;0.7;F;10;1;53;100;12;E;11;0;2;14698;2DO;5591.84
2018974;0.7;D;4;1;28;95;12;E;94;1;1;15982;2DO;0
2018982;0.54;A;4;1;29;100;12;E;93;0;1;15097;2DO;460.76
2019723;0.78;D;4;1;36;60;12;E;11;9;1;15244;4BG;650.04
2019727;0.78;C;7;1;25;66;12;D;52;7;1;15268;4BG;0
2019907;0.21;D;9;15;55;50;1;E;91;13;1;17080;1RC;774.39
2019954;0.78;E;15;1;35;58;12;D;11;13;1;15731;4BG;6999.11
2020029;0.65;E;7;1;33;64;12;E;93;8;1;14177;2DO;1110.69
2020031;0.21;E;7;1;33;80;12;E;93;4;3;16703;1RC;950.46
2020031;0.21;E;7;1;33;80;12;E;93;4;3;17151;2DO;934.21
2020031;0.21;E;7;1;33;80;12;E;93;4;3;16701;2DO;381.12
2020268;0.24;E;10;1;31;95;1;D;11;1;1;16556;4BG;890.7
2020346;0.87;F;7;1;31;95;12;D;11;1;1;16477;2DO;6924.3
2020646;0.69;C;4;1;38;50;12;E;91;13;1;16145;6CL;798.43
2020877;0.82;E;7;1;36;50;12;D;82;13;1;16491;2DO;406.35
2021122;0.05;C;4;1;40;64;12;E;82;8;1;16752;4BG;0
2021568;0.95;C;6;7;41;50;2;D;93;13;3;15534;1RC;586
2021568;0.95;C;6;7;41;50;2;D;93;13;3;15535;1RC;1508.22
2021746;0.95;D;8;0;51;50;12;D;91;13;1;14644;2DO;91.99
2021880;0.95;A;8;0;49;50;12;D;93;13;1;15821;2DO;302.77
2021993;0.91;E;6;0;56;72;12;E;11;6;1;14571;2DO;2512
2022000;0.85;F;4;1;31;72;12;E;11;6;1;16624;2DO;1172
2022004;0.95;C;6;1;52;50;1;E;91;13;2;14519;1RC;271.52
2022004;0.95;C;6;1;52;50;1;E;91;13;2;14517;2DO;652.14
2022087;0.91;E;7;1;48;50;12;D;31;13;1;16317;4BG;525.58
2022125;0.49;E;5;8;35;72;5;D;31;6;1;16650;4BG;10861.31
2022363;0.54;E;7;0;27;64;12;E;93;8;1;16001;3VI;541.86
2022514;0.9;D;8;0;34;76;12;D;31;5;1;14675;4BG;521.03
2022602;0.95;C;7;0;52;50;6;E;41;13;1;16044;4BG;0
2022700;0.95;B;8;9;67;50;2;E;52;13;1;16787;1RC;291.57
2022897;0.93;A;4;3;52;50;1;E;82;13;1;15468;4BG;535.6
2022964;0.8;C;11;1;39;50;12;D;11;13;1;16984;4BG;552.75
2023017;0.72;D;9;4;49;50;3;E;93;13;1;16453;3VI;1053.49
2024593;0.38;B;6;0;42;50;12;D;22;13;3;15210;2DO;463.24
2024593;0.38;B;6;0;42;50;12;D;22;13;3;15658;2DO;1172
2024593;0.38;B;6;0;42;50;12;D;22;13;3;15659;1RC;587.62
2025009;0.77;D;11;1;46;50;12;D;83;13;1;15861;4BG;89.99
2025093;0.66;D;4;0;25;100;12;E;31;0;4;15699;2DO;586
2025218;0.76;E;5;0;27;100;12;E;31;0;2;15868;2DO;623.49
2025500;0.53;B;7;1;42;50;12;D;72;13;1;16808;4BG;103.45
2025587;0.21;E;7;10;23;100;3;E;11;0;1;15334;1RC;1172
2026207;0.6;B;6;0;64;64;12;D;93;8;1;16987;1RC;612.33
2026349;0.18;D;8;0;65;50;12;D;82;13;2;15720;2DO;559.64
2026349;0.18;D;8;0;65;50;12;D;82;13;2;15923;4BG;87.64
2026378;0.09;C;8;0;47;50;12;D;11;13;1;15148;2DO;625.16
2026528;0.56;C;8;0;55;50;12;D;73;13;1;16413;4BG;1820.69
2026939;0.66;F;7;8;52;50;4;E;11;13;3;16931;3VI;692.04
2026939;0.66;F;7;8;52;50;4;E;11;13;3;16815;4BG;84.92
2026939;0.66;F;7;8;52;50;4;E;11;13;3;16538;1RC;741.3
2027150;0.65;F;4;1;28;60;12;D;11;9;2;16218;2DO;5372.15
2027150;0.65;F;4;1;28;60;12;D;11;9;2;16219;1RC;77.11
2027166;0.58;E;7;0;36;50;12;D;72;13;1;16201;4BG;3850.56
2027373;0.58;C;9;8;23;90;1;E;31;2;2;16881;3VI;1172
2027373;0.58;C;9;8;23;90;1;E;31;2;2;15959;1RC;1142.8
2028214;0.21;C;7;0;36;72;12;D;43;6;2;15643;2DO;1580.48
2028229;0.47;D;4;0;55;50;12;D;91;13;2;16171;1RC;876.87
2028229;0.47;D;4;0;55;50;12;D;91;13;2;16169;2DO;710.79
2029445;0.35;C;6;10;56;50;12;E;93;13;2;16217;1RC;0
2029445;0.35;C;6;10;56;50;12;E;93;13;2;17092;1RC;813.93
2035885;0.4;E;6;0;34;100;12;D;11;0;1;16186;2DO;1749.16
2036077;0.32;D;6;0;74;73;12;D;31;5;1;16933;2DO;556.14
2036127;0.07;A;11;0;36;50;12;D;74;13;3;15942;1RC;0
2036127;0.07;A;11;0;36;50;12;D;74;13;3;15943;1RC;874.65
2036127;0.07;A;11;0;36;50;12;D;74;13;3;15941;2DO;69.67
2038159;0.24;C;7;0;71;58;12;E;25;13;1;16883;2DO;382.91
2042109;0.04;E;12;0;55;50;12;D;23;13;1;17520;2DO;540.94
2045934;0.38;A;6;8;67;50;2;D;24;13;1;65504;2DO;272
2046317;1;C;7;7;66;50;2;E;24;13;2;63984;1RC;1001.77
2046317;1;C;7;7;66;50;2;E;24;13;2;64144;2DO;122.7
2046574;1;C;5;6;72;50;2;E;24;13;1;58343;4BG;1172
2046802;0.41;C;6;14;48;50;1;D;25;13;2;51652;1RC;0
2046802;0.41;C;6;14;48;50;1;D;25;13;2;51653;2DO;108.62
2046986;1;C;6;6;48;50;1;D;24;13;1;65565;4BG;229.06
2047157;0.67;D;5;6;50;50;2;E;24;13;1;62169;4BG;0
2047295;1;C;12;5;64;50;12;D;53;13;2;58941;2DO;1172
2047295;1;C;12;5;64;50;12;D;53;13;2;58940;1RC;359.73
2047390;0.32;A;6;5;51;50;2;D;24;13;2;62102;3VI;0
2047422;0.75;E;6;4;53;50;3;D;52;13;1;50087;1RC;757.68
2047433;1;C;7;5;83;50;2;E;24;13;2;52680;1RC;67.22
2047728;1;A;6;9;51;50;1;D;24;13;1;54029;1RC;75.56
2047995;0.23;A;6;11;60;50;1;D;24;13;1;54521;1RC;410.73
2048330;1;C;6;3;48;50;10;D;53;13;1;64178;4BG;4367.81
2048731;0.26;A;7;7;74;50;2;E;24;13;1;57255;1RC;2110.67
2048888;1;A;5;7;64;50;1;E;24;13;1;55691;2DO;1172
2049031;1;A;7;18;59;50;2;D;24;13;1;67167;1RC;125.84
2049035;0.33;A;6;13;60;50;2;D;24;13;1;66983;4BG;3446.39
2049159;1;E;10;2;60;62;11;D;53;13;1;53763;2DO;250.11
2049367;1;D;7;9;43;50;2;E;52;13;1;61619;4BG;243.34
2049413;1;B;5;8;47;50;3;D;24;13;1;50399;4BG;1125.86
2049584;1;C;4;10;32;50;2;D;82;13;1;56511;2DO;1173.95
2049795;1;B;4;12;80;62;1;E;24;13;2;54662;2DO;1172
2049795;1;B;4;12;80;62;1;E;24;13;2;54661;1RC;37.75
2050230;1;A;6;7;79;50;2;D;24;13;1;65499;2DO;2140.94
2050294;0.24;B;5;10;51;50;2;D;24;13;1;55445;2DO;514.1
2050539;1;C;5;9;41;50;1;E;53;13;1;63377;2DO;1056.64
2050663;1;C;4;19;77;50;2;E;53;13;1;63455;1RC;331.65
2050708;1;C;4;10;42;50;2;E;52;13;1;61108;1RC;1021.69
2050848;0.83;E;9;1;59;50;2;E;82;13;1;59449;2DO;12.36
2051208;1;A;6;10;37;57;1;D;23;10;4;54010;4BG;63.76
2051208;1;A;6;10;37;57;1;D;23;10;4;54033;1RC;150.92
2051208;1;A;6;10;37;57;1;D;23;10;4;54009;3VI;96.05
2051383;1;A;6;9;48;50;2;E;24;13;2;53973;1RC;698.42
2051383;1;A;6;9;48;50;2;E;24;13;2;53972;3VI;553.51
2051733;1;D;5;5;64;50;6;E;53;13;1;55285;3VI;9476.18
2051740;0.72;A;7;2;33;83;2;E;53;3;1;55345;2DO;81.33
2051935;1;C;7;13;36;72;1;E;53;6;1;55261;4BG;1172
2051988;0.37;B;6;15;47;50;6;E;24;13;1;57292;1RC;744.95
2052543;0.31;B;6;9;34;50;2;D;24;13;1;67147;4BG;114.06
2052551;0.69;B;10;2;40;50;13;D;52;13;2;67177;4BG;682.28
2052551;0.69;B;10;2;40;50;13;D;52;13;2;66986;4BG;1034.89
2052958;1;A;5;11;47;50;2;D;74;13;1;65278;1RC;1881.46
2053013;0.88;A;10;8;37;50;12;D;74;13;1;65309;2DO;0
2053375;1;C;7;13;33;118;4;E;52;-1;2;59261;4BG;1172
2053375;1;C;7;13;33;118;4;E;52;-1;2;59260;1RC;464.81
2053424;0.24;B;7;8;31;54;1;E;52;11;1;59231;4BG;156.23
2054095;0.91;C;5;4;32;57;1;D;24;10;1;60566;1RC;74.15
2054136;0.16;A;5;17;44;50;2;E;24;13;1;60518;4BG;325.57
2054184;0.07;C;5;7;48;50;4;D;24;13;1;60515;4BG;387.04
2054297;1;A;6;4;45;50;1;D;24;13;1;55667;4BG;231.2
